Wavenumber [cm-1],Raman Intensity
2376,1428.11
2377.64,1422.41
2379.27,1415.97
2380.91,1410.29
2382.55,1405.05
2384.18,1399.99
2385.82,1394.33
2387.45,1389.23
2389.08,1383.56
2390.71,1379.15
2392.35,1373.71
2393.98,1368.18
2395.61,1362.66
2397.24,1357.5
2398.87,1352.74
2400.49,1346.76
2402.12,1341.22
2403.75,1335.67
2405.37,1331.51
2407,1326.24
2408.62,1321.53
2410.25,1314.97
2411.87,1309.69
2413.49,1305.41
2415.12,1300.12
2416.74,1294.35
2418.36,1289.67
2419.98,1283.59
2421.6,1277.68
2423.21,1272.46
2424.83,1267.55
2426.45,1262.28
2428.07,1257.14
2429.68,1252.16
2431.3,1247.14
2432.91,1242.37
2434.52,1236.76
2436.14,1231.46
2437.75,1226.71
2439.36,1221.76
2440.97,1216.46
2442.58,1211.22
2444.19,1206.85
2445.8,1202.64
2447.4,1197.76
2449.01,1191.81
2450.62,1186.59
2452.22,1181.3
2453.83,1176.54
2455.43,1171.78
2457.04,1165.06
2458.64,1159.55
2460.24,1153.2
2461.84,1148.61
2463.44,1143.98
2465.04,1138.35
2466.64,1133.12
2468.24,1128.31
2469.84,1122.66
2471.44,1117.98
2473.03,1113.99
2474.63,1108.63
2476.22,1104.33
2477.82,1099.74
2479.41,1094.75
2481,1089.75
2482.6,1085.98
2484.19,1080.67
2485.78,1076.9
2487.37,1072.37
2488.96,1067.34
2490.55,1062.47
2492.14,1057.97
2493.72,1054.02
2495.31,1048.77
2496.9,1042.32
2498.48,1038.49
2500.07,1035.42
2501.65,1030.34
2503.23,1025.82
2504.82,1019.45
2506.4,1015.32
2507.98,1011.07
2509.56,1006.81
2511.14,1002.15
2512.72,997.59
2514.3,993.31
2515.87,989.64
2517.45,985.51
2519.03,980.98
2520.6,977.19
2522.18,975.11
2523.75,972.06
2525.32,968.36
2526.9,964.47
2528.47,960.07
2530.04,955.8
2531.61,952.51
2533.18,947.76
2534.75,943.88
2536.32,939.37
2537.89,935.22
2539.45,931.67
2541.02,927.41
2542.59,923.05
2544.15,919.54
2545.72,915.63
2547.28,911.15
2548.84,907.95
2550.41,903.86
2551.97,900.48
2553.53,897.74
2555.09,894.64
2556.65,891.46
2558.21,888.15
2559.76,885.46
2561.32,883.64
2562.88,880.03
2564.43,876.51
2565.99,873.79
2567.54,870.37
2569.1,869.23
2570.65,866.56
2572.2,863.18
2573.76,859.82
2575.31,856.61
2576.86,853.13
2578.41,850.23
2579.96,847.14
2581.51,844.04
2583.05,840.79
2584.6,836.42
2586.15,832.6
2587.69,829.11
2589.24,825.71
2590.78,822.73
2592.33,818.99
2593.87,816.34
2595.41,813.67
2596.95,810.56
2598.49,807
2600.03,803.55
2601.57,800.31
2603.11,797.11
2604.65,793.98
2606.19,791.41
2607.72,788.61
2609.26,785.98
2610.8,782.72
2612.33,779.94
2613.86,775.48
2615.4,772.62
2616.93,768.98
2618.46,764.88
2619.99,760.83
2621.52,757.15
2623.05,753.69
2624.58,751.46
2626.11,747.93
2627.64,744.24
2629.17,740.69
2630.69,736.93
2632.22,733.52
2633.74,729.71
2635.27,726.51
2636.79,723.08
2638.32,720.81
2639.84,718.08
2641.36,714.92
2642.88,711.5
2644.4,708.33
2645.92,705.27
2647.44,703.01
2648.96,698.87
2650.47,695.93
2651.99,693.7
2653.51,690.76
2655.02,688.72
2656.54,685.86
2658.05,682.39
2659.57,680.25
2661.08,677.85
2662.59,675.45
2664.1,672.26
2665.61,669.19
2667.12,666.86
2668.63,664.8
2670.14,662.13
2671.65,658.67
2673.16,656.56
2674.66,654.52
2676.17,653.6
2677.67,651.23
2679.18,648.54
2680.68,647.04
2682.18,646.82
2683.69,646.25
2685.19,644.52
2686.69,641.5
2688.19,640.26
2689.69,639.34
2691.19,638.72
2692.69,637.84
2694.19,636.27
2695.68,634.39
2697.18,633
2698.68,631.84
2700.17,629.95
2701.66,628.83
2703.16,628.2
2704.65,625.72
2706.14,623.92
2707.64,622.46
2709.13,620.57
2710.62,619.46
2712.11,617.7
2713.59,615.01
2715.08,612.13
2716.57,609.98
2718.06,607.92
2719.54,606.46
2721.03,603.79
2722.51,600.31
2724,597.92
2725.48,595.66
2726.96,593.48
2728.45,591.12
2729.93,587.49
2731.41,584.25
2732.89,582.25
2734.37,579.53
2735.85,576.11
2737.33,572.75
2738.8,569.53
2740.28,567.07
2741.76,563.35
2743.23,559.74
2744.71,555.59
2746.18,551.74
2747.65,548.39
2749.13,544.86
2750.6,540.7
2752.07,536.95
2753.54,533.52
2755.01,529.84
2756.48,526.3
2757.95,521.81
2759.42,517.81
2760.88,514.47
2762.35,511.05
2763.82,506.99
2765.28,503.99
2766.75,501.14
2768.21,497.36
2769.67,494.22
2771.14,491.49
2772.6,488.65
2774.06,486.05
2775.52,483.51
2776.98,480.54
2778.44,478.11
2779.9,475.59
2781.35,473.9
2782.81,473.13
2784.27,471.61
2785.72,469.86
2787.18,467.15
2788.63,464.99
2790.09,464.13
2791.54,463.29
2792.99,462.74
2794.45,461.97
2795.9,462.11
2797.35,462.52
2798.8,462.64
2800.25,464.17
2801.69,466.45
2803.14,468.39
2804.59,472.31
2806.04,477.98
2807.48,484.27
2808.93,490.93
2810.37,498.46
2811.81,507
2813.26,516.27
2814.7,525.88
2816.14,537.33
2817.58,550.28
2819.02,562.5
2820.46,574.92
2821.9,587.2
2823.34,599.24
2824.78,612.47
2826.22,623.99
2827.65,635.62
2829.09,647.16
2830.52,658.33
2831.96,668.97
2833.39,679.92
2834.82,690.97
2836.26,702.29
2837.69,713.8
2839.12,723.53
2840.55,734
2841.98,745.33
2843.41,756.98
2844.84,770.15
2846.27,784.47
2847.69,799.35
2849.12,814.31
2850.55,828.78
2851.97,843.36
2853.39,858.38
2854.82,871.72
2856.24,884.66
2857.66,896.84
2859.09,906.5
2860.51,915.66
2861.93,923.91
2863.35,929.77
2864.77,934.65
2866.19,937.27
2867.6,938.52
2869.02,938.46
2870.44,936.02
2871.85,933.37
2873.27,927.69
2874.68,921.93
2876.1,914.91
2877.51,908.11
2878.92,899.89
2880.33,892.15
2881.74,884.07
2883.16,874.64
2884.57,866.07
2885.97,857.17
2887.38,848.93
2888.79,839.54
2890.2,831.67
2891.6,823.27
2893.01,813.94
2894.42,804.83
2895.82,794.82
2897.22,785.97
2898.63,775.77
2900.03,765.34
2901.43,753.83
2902.83,742.03
2904.23,728.85
2905.63,714.21
2907.03,698.86
2908.43,683.5
2909.83,667.21
2911.23,650.51
2912.62,634.28
2914.02,618.57
2915.42,603.8
2916.81,589.79
2918.2,575.75
2919.6,561.93
2920.99,548.7
2922.38,536.06
2923.77,523.11
2925.16,511.02
2926.55,499.98
2927.94,489.47
2929.33,479.01
2930.72,470.76
2932.11,461.96
2933.5,453.29
2934.88,444.48
2936.27,435.41
2937.65,426.08
2939.04,416.9
2940.42,408.78
2941.8,401.44
2943.18,394.45
2944.57,386.11
2945.95,379.08
2947.33,371.29
