Wavenumber [cm-1],Raman Intensity
2785.72,2109.35
2787.18,2111.42
2788.63,2116.37
2790.09,2119.07
2791.54,2128.1
2792.99,2134.03
2794.45,2139.76
2795.9,2147.39
2797.35,2156.62
2798.8,2168.15
2800.25,2178.04
2801.69,2191.09
2803.14,2210.9
2804.59,2229.85
2806.04,2247.48
2807.48,2268.38
2808.93,2297.41
2810.37,2331.2
2811.81,2370.03
2813.26,2413.5
2814.7,2462.46
2816.14,2516.31
2817.58,2577.07
2819.02,2639.68
2820.46,2712.32
2821.9,2784.75
2823.34,2856.61
2824.78,2932.86
2826.22,3017.45
2827.65,3100.11
2829.09,3186.4
2830.52,3276.52
2831.96,3374.22
2833.39,3479.76
2834.82,3593.2
2836.26,3720.35
2837.69,3880.54
2839.12,4078.26
2840.55,4313.53
2841.98,4588.9
2843.41,4895.79
2844.84,5225.45
2846.27,5569.9
2847.69,5929.4
2849.12,6286.57
2850.55,6627.43
2851.97,6951.18
2853.39,7249.88
2854.82,7521.3
2856.24,7764.5
2857.66,7979.18
2859.09,8166.18
2860.51,8321.41
2861.93,8456.21
2863.35,8571.37
2864.77,8674.6
2866.19,8763.41
2867.6,8840.88
2869.02,8904.4
2870.44,8957.92
2871.85,9001.45
2873.27,9052.95
2874.68,9077.19
2876.1,9097.44
2877.51,9107.03
2878.92,9104.98
2880.33,9100.65
2881.74,9095.57
2883.16,9087.72
2884.57,9070.32
2885.97,9053.51
2887.38,9029.69
2888.79,9003.67
2890.2,8965.78
2891.6,8922.15
2893.01,8869.81
2894.42,8797.51
2895.82,8698.76
2897.22,8560.78
2898.63,8380.67
2900.03,8159.67
2901.43,7908.52
2902.83,7629.5
2904.23,7333.63
