Wavenumber [cm-1],Raman Intensity
2366.15,4594.99
2367.8,4577.65
2369.44,4560.97
2371.08,4542.61
2372.72,4524.65
2374.36,4505.59
2376,4486.83
2377.64,4468.04
2379.27,4449.69
2380.91,4431.02
2382.55,4412.93
2384.18,4394.33
2385.82,4375.98
2387.45,4357.5
2389.08,4340.84
2390.71,4325.09
2392.35,4307.55
2393.98,4290.72
2395.61,4273.99
2397.24,4256.07
2398.87,4238.86
2400.49,4221.07
2402.12,4205.28
2403.75,4188.67
2405.37,4173.03
2407,4156.24
2408.62,4139.92
2410.25,4122.74
2411.87,4105.82
2413.49,4090.28
2415.12,4073.11
2416.74,4055.35
2418.36,4038.09
2419.98,4018.33
2421.6,3998.51
2423.21,3981.07
2424.83,3963.67
2426.45,3947.39
2428.07,3930.72
2429.68,3913.76
2431.3,3897.07
2432.91,3880.87
2434.52,3864.59
2436.14,3848.26
2437.75,3832.67
2439.36,3816.5
2440.97,3800.89
2442.58,3785.24
2444.19,3771.37
2445.8,3755.8
2447.4,3740.15
2449.01,3723.46
2450.62,3707.7
2452.22,3692.53
2453.83,3676.1
2455.43,3658.5
2457.04,3640.17
2458.64,3623.05
2460.24,3605.11
2461.84,3587.79
2463.44,3573.75
2465.04,3556.19
2466.64,3540.93
2468.24,3525.15
2469.84,3508.86
2471.44,3493.35
2473.03,3478
2474.63,3462.85
2476.22,3448.06
2477.82,3433.72
2479.41,3419.16
2481,3404.54
2482.6,3390.85
2484.19,3376.86
2485.78,3363.9
2487.37,3351.55
2488.96,3337.93
2490.55,3323.71
2492.14,3309.24
2493.72,3295.69
2495.31,3280.86
2496.9,3264.63
2498.48,3251.41
2500.07,3236.68
2501.65,3222.18
2503.23,3207.6
2504.82,3191.31
2506.4,3176.98
2507.98,3162.51
2509.56,3147.09
2511.14,3133.04
2512.72,3120.03
2514.3,3106.79
2515.87,3094.88
2517.45,3082.47
2519.03,3070.5
2520.6,3059.27
2522.18,3048.48
2523.75,3037.28
2525.32,3026.86
2526.9,3015.53
2528.47,3002.78
2530.04,2991.59
2531.61,2978.67
2533.18,2965.89
2534.75,2953.27
2536.32,2940.4
2537.89,2928.39
2539.45,2915.53
2541.02,2902.69
2542.59,2889.48
2544.15,2875.85
2545.72,2863.07
2547.28,2850.39
2548.84,2838.74
2550.41,2826.82
2551.97,2814.37
2553.53,2801.33
2555.09,2790.01
2556.65,2778.76
2558.21,2767.74
2559.76,2757.13
2561.32,2746.99
2562.88,2735.4
2564.43,2724.99
2565.99,2714.59
2567.54,2704.39
